participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.game,player.choice,player.other_choice,player.player_role,player.treatment,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
28,c3j7492h,,0,116,254,normal_form_games,ResultsSummary,10.109.250.165,2019-04-05 21:51:15.675043+00:00,1,A2T11H7YI7QPGD,3OVR4I9USR7DAQMV2UQ5I9FJBS7Q4S,95,1,"[[[6.0, 6.0], [8.0, 9.0], [3.0, 5.0]], [[0.0, 1.0], [2.0, 6.0], [4.0, 5.0]], [[6.0, 9.0], [6.0, 7.0], [8.0, 5.0]]]",2,1,col,positive,6,193,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
29,oh60y7nk,,0,255,254,normal_form_games,FinalSummary,10.97.249.85,2019-04-05 21:51:20.178377+00:00,1,A30FIJIJ2IJPAD,39U1BHVTDNF5KAVJJKFHD9Y0HZAT3O,344,1,"[[[6.0, 6.0], [8.0, 9.0], [3.0, 5.0]], [[0.0, 1.0], [2.0, 6.0], [4.0, 5.0]], [[6.0, 9.0], [6.0, 7.0], [8.0, 5.0]]]",2,1,col,positive,6,68,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
30,9u1yanyo,,0,1,254,lobby,Instructions,10.41.255.55,2019-04-05 21:51:38.832401+00:00,1,AL2J5M8WQIKMI,3X87C8JFV8ZWCBO6SVMNGCVPP8ASQ1,0,30,,,,,,0,1,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
31,mt6ua6hf,,0,255,254,normal_form_games,FinalSummary,10.47.177.168,2019-04-05 21:51:43.330939+00:00,1,A1TSD3O3C3ZUT6,3PB5A5BD0XUJGOA01WJ0R7VRW7OG77,243,1,"[[[7.0, 2.0], [4.0, 6.0], [7.0, 4.0]], [[5.0, 7.0], [4.0, 5.0], [5.0, 8.0]], [[7.0, 3.0], [4.0, 3.0], [8.0, 3.0]]]",0,1,col,negative,4,116,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
32,1dxsslt0,,0,1,254,lobby,Instructions,10.63.191.207,2019-04-05 21:52:19.552665+00:00,1,A3RYI5HXC2MJLN,3WYGZ5XF3Y3A18QBFQ2QKQJGQ2ISK9,0,32,,,,,,0,1,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
33,biriis2q,,0,2,254,lobby,Quiz,10.37.169.54,2019-04-05 21:52:33.478201+00:00,1,A3NBQPJ9A8K2OI,3X87C8JFV8ZWCBO6SVMNGCVPP8ASQ1,0,33,,,,,,0,1,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
34,fo6bgdxc,,0,255,254,normal_form_games,FinalSummary,10.45.158.146,2019-04-05 21:52:33.822948+00:00,1,ARWF605I7RWM7,3GA6AFUKOQCFF14OJQYSZQVC65FH32,277,1,"[[[2.0, 7.0], [7.0, 5.0], [3.0, 7.0]], [[6.0, 4.0], [5.0, 4.0], [3.0, 4.0]], [[4.0, 7.0], [8.0, 5.0], [3.0, 8.0]]]",1,0,row,negative,6,147,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
35,ni6u4rhx,,0,255,254,normal_form_games,FinalSummary,10.11.149.224,2019-04-05 21:52:42.247472+00:00,1,A1L3937MY09J3I,3WRFBPLXRCC7PXQZMOT54AS8SHON3H,263,1,"[[[7.0, 2.0], [4.0, 6.0], [7.0, 4.0]], [[5.0, 7.0], [4.0, 5.0], [5.0, 8.0]], [[7.0, 3.0], [4.0, 3.0], [8.0, 3.0]]]",2,1,col,negative,4,31,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
36,3ato1e1g,,0,255,254,normal_form_games,FinalSummary,10.67.134.133,2019-04-05 21:52:58.754857+00:00,1,A2NHWPJ304YVH0,3Q5C1WP23OP7P56EVKJ0M0DP3CB15E,279,1,"[[[2.0, 7.0], [7.0, 5.0], [3.0, 7.0]], [[6.0, 4.0], [5.0, 4.0], [3.0, 4.0]], [[4.0, 7.0], [8.0, 5.0], [3.0, 8.0]]]",2,0,row,negative,4,417,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
37,3nzdjwk5,,0,1,254,lobby,Instructions,10.65.243.160,2019-04-05 21:53:54.834031+00:00,1,A1CC1ESUM2JWJ2,3MD9PLUKKK28AQXS7VOE8BXN7CNZNQ,0,37,,,,,,0,1,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
38,xmp2rpd3,,0,255,254,normal_form_games,FinalSummary,10.11.223.19,2019-04-05 21:54:02.664939+00:00,1,A3T61LJ1WNOL6Z,3KWTYT0872RKFCAIOU1J6FM31IFL53,379,1,"[[[6.0, 6.0], [1.0, 0.0], [9.0, 6.0]], [[9.0, 8.0], [6.0, 2.0], [7.0, 6.0]], [[5.0, 3.0], [5.0, 4.0], [5.0, 8.0]]]",1,0,row,positive,9,155,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
39,4s8vr4lo,,0,1,254,lobby,Instructions,10.69.131.90,2019-04-05 21:54:22.103623+00:00,1,A2YGAEODJ5SSF6,317HQ483I9GMF08I7R0S8GUXBZLNIH,0,39,,,,,,0,1,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
40,3q040xnt,,0,1,254,lobby,Instructions,10.185.46.42,2019-04-05 21:55:24.443848+00:00,1,A2CF2BD4Q0ZDJN,3NOKK93PR3W65PTJI97IXE2W5EDEEA,0,40,,,,,,0,1,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
41,6ao479wc,,0,255,254,normal_form_games,FinalSummary,10.16.229.125,2019-04-05 21:56:05.674796+00:00,1,ACGZDI611LU0I,369J354OFFY0COWVIME8LTVV1W4G68,327,1,"[[[6.0, 6.0], [1.0, 0.0], [9.0, 6.0]], [[9.0, 8.0], [6.0, 2.0], [7.0, 6.0]], [[5.0, 3.0], [5.0, 4.0], [5.0, 8.0]]]",0,0,row,positive,6,280,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
42,plh4an7f,,0,60,254,normal_form_games,ResultsSummary,10.63.170.151,2019-04-05 21:56:30.486139+00:00,1,A183WYXN12P2TJ,3JPSL1DZ5UN79IPKV38FRI6EYRGNAD,9,1,,,,,,0,271,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
43,yqyhcxlm,,0,255,254,normal_form_games,FinalSummary,10.65.241.246,2019-04-05 21:56:35.772555+00:00,1,A377LTGWJKY2IW,36PW28KO41K3FCC7245W1VC5KZFEAF,261,1,"[[[7.0, 2.0], [4.0, 6.0], [7.0, 4.0]], [[5.0, 7.0], [4.0, 5.0], [5.0, 8.0]], [[7.0, 3.0], [4.0, 3.0], [8.0, 3.0]]]",2,0,col,negative,7,230,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
44,kdxoihlh,,0,255,254,normal_form_games,FinalSummary,10.16.211.44,2019-04-05 21:56:36.362042+00:00,1,AY8V73VAPWWIQ,317HQ483I9GMF08I7R0S8GUXBZLNIH,367,1,"[[[6.0, 6.0], [1.0, 0.0], [9.0, 6.0]], [[9.0, 8.0], [6.0, 2.0], [7.0, 6.0]], [[5.0, 3.0], [5.0, 4.0], [5.0, 8.0]]]",1,2,row,positive,7,544,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
45,4ju3oly9,,0,1,254,lobby,Instructions,10.43.234.10,2019-04-05 21:57:00.942447+00:00,1,A273EH17NSJRH0,3WYP994K19F0YFHVCS0EST2Z6SUY6O,0,45,,,,,,0,1,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
46,qk3riszh,,0,255,254,normal_form_games,FinalSummary,10.69.213.200,2019-04-05 21:58:40.101113+00:00,1,A1BUBB41AO8TZ9,3OWEPKL08B0PQGRMO0WVHR4OXJAN7M,350,1,"[[[6.0, 6.0], [1.0, 0.0], [9.0, 6.0]], [[9.0, 8.0], [6.0, 2.0], [7.0, 6.0]], [[5.0, 3.0], [5.0, 4.0], [5.0, 8.0]]]",1,2,row,positive,7,463,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
47,59rcta2j,,0,255,254,normal_form_games,FinalSummary,10.187.103.102,2019-04-05 22:00:17.265163+00:00,1,A1P6OXEJ86HQRM,34FNN24DCOX4FBHH79Q90NOZAXJY58,282,1,"[[[7.0, 2.0], [4.0, 6.0], [7.0, 4.0]], [[5.0, 7.0], [4.0, 5.0], [5.0, 8.0]], [[7.0, 3.0], [4.0, 3.0], [8.0, 3.0]]]",2,1,col,negative,4,469,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
48,slalolve,,0,255,254,normal_form_games,FinalSummary,10.5.162.108,2019-04-05 22:00:44.854953+00:00,1,A1GCTKOPKUTW3G,3QEMNNSB2ZNG4409Z6ISLMSUJF9D7V,335,1,"[[[6.0, 6.0], [8.0, 9.0], [3.0, 5.0]], [[0.0, 1.0], [2.0, 6.0], [4.0, 5.0]], [[6.0, 9.0], [6.0, 7.0], [8.0, 5.0]]]",2,1,col,positive,6,465,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
49,h83gnmvy,,0,255,254,normal_form_games,FinalSummary,10.37.160.226,2019-04-05 22:01:05.473068+00:00,1,A25R2OI9L2Q1OW,336KAV9KYSGCGEYUPQOB2GLNQNSY27,271,1,"[[[2.0, 7.0], [7.0, 5.0], [3.0, 7.0]], [[6.0, 4.0], [5.0, 4.0], [3.0, 4.0]], [[4.0, 7.0], [8.0, 5.0], [3.0, 8.0]]]",2,2,row,negative,3,514,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
50,ifcobcpd,,0,255,254,normal_form_games,FinalSummary,10.5.233.198,2019-04-05 22:01:28.289374+00:00,1,A1ZTSCPETU3UJW,3JPSL1DZ5UN79IPKV38FRI6EYRGNAD,271,1,"[[[7.0, 2.0], [4.0, 6.0], [7.0, 4.0]], [[5.0, 7.0], [4.0, 5.0], [5.0, 8.0]], [[7.0, 3.0], [4.0, 3.0], [8.0, 3.0]]]",2,1,col,negative,4,502,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
51,8hxdijs6,,0,1,254,lobby,Instructions,10.47.178.240,2019-04-05 22:02:57.477751+00:00,1,A2RQMEPIHW5BOS,30OG32W0SWZAZV6WB8A1N1W5J6ENE8,0,51,,,,,,0,1,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
52,ymw7pu6t,,0,255,254,normal_form_games,FinalSummary,10.61.155.236,2019-04-05 22:02:58.603152+00:00,1,A1MJVTR0PCKBWW,3MYYFCXHJ5VMX1SHZYLTOVBH55YG4N,321,1,"[[[6.0, 6.0], [8.0, 9.0], [3.0, 5.0]], [[0.0, 1.0], [2.0, 6.0], [4.0, 5.0]], [[6.0, 9.0], [6.0, 7.0], [8.0, 5.0]]]",0,1,col,positive,8,662,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
53,60jvs77b,,0,255,254,normal_form_games,FinalSummary,10.11.237.199,2019-04-05 22:05:26.554256+00:00,1,A1ING769NXJIHR,3E337GFOLBW8J92NH30PN4HHWMTNGP,341,1,"[[[6.0, 6.0], [1.0, 0.0], [9.0, 6.0]], [[9.0, 8.0], [6.0, 2.0], [7.0, 6.0]], [[5.0, 3.0], [5.0, 4.0], [5.0, 8.0]]]",1,2,row,positive,7,861,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
54,elw72dws,,0,255,254,normal_form_games,FinalSummary,10.30.29.166,2019-04-05 22:05:32.076983+00:00,1,AXYQUQZ664FI1,3L6L49WXW2LOH43XI222KYKSFWM45V,262,1,"[[[7.0, 2.0], [4.0, 6.0], [7.0, 4.0]], [[5.0, 7.0], [4.0, 5.0], [5.0, 8.0]], [[7.0, 3.0], [4.0, 3.0], [8.0, 3.0]]]",1,0,col,negative,5,835,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
55,3t7vrxvy,,0,255,254,normal_form_games,FinalSummary,10.69.168.245,2019-04-05 22:05:38.823993+00:00,1,A1Z1O6MMOB3UWW,3NGI5ARFTVTBIFOXFZSEK6I6UCDP1P,276,1,"[[[2.0, 7.0], [7.0, 5.0], [3.0, 7.0]], [[6.0, 4.0], [5.0, 4.0], [3.0, 4.0]], [[4.0, 7.0], [8.0, 5.0], [3.0, 8.0]]]",1,2,row,negative,3,751,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
56,3h33p7m2,,0,255,254,normal_form_games,FinalSummary,10.102.145.34,2019-04-05 22:06:04.962781+00:00,1,A9WIOFVRSYW3L,3MD9PLUKKK28AQXS7VOE8BXN7CNZNQ,349,1,"[[[6.0, 6.0], [8.0, 9.0], [3.0, 5.0]], [[0.0, 1.0], [2.0, 6.0], [4.0, 5.0]], [[6.0, 9.0], [6.0, 7.0], [8.0, 5.0]]]",2,1,col,positive,6,1032,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
57,i8oli2ib,,0,1,254,lobby,Instructions,10.47.244.14,2019-04-05 22:06:49.822999+00:00,1,A24B5UF6RMHYGX,3EQHHY4HQUG4TKWHD343TNHV51TG5S,0,57,,,,,,0,1,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
58,fsgbyww9,,0,1,254,lobby,Instructions,10.33.237.234,2019-04-05 22:08:08.306712+00:00,1,A32U64W0S9PUA3,3TUI152ZZDBWIRPCFC73KB8GZ8XQ1F,0,58,,,,,,0,1,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
59,wuka5jlr,,0,255,254,normal_form_games,FinalSummary,10.47.244.14,2019-04-05 22:10:46.094487+00:00,1,A258MR1IS96JEP,3WYP994K19F0YFHVCS0EST2Z6SUY6O,234,1,"[[[7.0, 2.0], [4.0, 6.0], [7.0, 4.0]], [[5.0, 7.0], [4.0, 5.0], [5.0, 8.0]], [[7.0, 3.0], [4.0, 3.0], [8.0, 3.0]]]",0,1,col,negative,4,1124,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
60,dvzydfjw,,0,255,254,normal_form_games,FinalSummary,10.30.213.82,2019-04-05 22:12:16.644220+00:00,1,AIK9W79I4TPJW,3WR9XG3T65Z348HG6VHZIIYO62J47C,351,1,"[[[6.0, 6.0], [1.0, 0.0], [9.0, 6.0]], [[9.0, 8.0], [6.0, 2.0], [7.0, 6.0]], [[5.0, 3.0], [5.0, 4.0], [5.0, 8.0]]]",1,0,row,positive,9,1199,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
61,me3vpcvn,,0,255,254,normal_form_games,FinalSummary,10.67.134.133,2019-04-05 22:13:02.889306+00:00,1,A1FUR4UJ0S46W6,3ATPCQ38JAY1LHTY25HQ8Y4L2BMYAG,350,1,"[[[6.0, 6.0], [1.0, 0.0], [9.0, 6.0]], [[9.0, 8.0], [6.0, 2.0], [7.0, 6.0]], [[5.0, 3.0], [5.0, 4.0], [5.0, 8.0]]]",0,2,row,positive,9,1936,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
62,a4n3lz3w,,0,255,254,normal_form_games,FinalSummary,10.43.205.176,2019-04-05 22:13:33.725700+00:00,1,A2XQ3CFB5HT2ZQ,35USIKEBNT46MGDH5QR3BD4S28QN6N,326,1,"[[[6.0, 6.0], [1.0, 0.0], [9.0, 6.0]], [[9.0, 8.0], [6.0, 2.0], [7.0, 6.0]], [[5.0, 3.0], [5.0, 4.0], [5.0, 8.0]]]",2,2,row,positive,5,1565,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
63,wlxjjufa,,0,255,254,normal_form_games,FinalSummary,10.69.202.179,2019-04-05 22:15:39.701786+00:00,1,AP9WIQ4P78XLH,3TR2532VIRIA3QMWQSZBI6NBTOMJ6G,336,1,"[[[6.0, 6.0], [8.0, 9.0], [3.0, 5.0]], [[0.0, 1.0], [2.0, 6.0], [4.0, 5.0]], [[6.0, 9.0], [6.0, 7.0], [8.0, 5.0]]]",2,1,col,positive,6,1327,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
64,uhg05tky,,0,0,254,,,,,1,A29SMGPDP7K9NU,3ZPPDN2SLXKPAT22AYRW501LEHYE91,0,64,,,,,,0,1,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
65,i9zsw6g5,,0,2,254,lobby,Quiz,10.29.123.107,2019-04-05 22:17:01.688672+00:00,1,APGX2WZ59OWDN,37Z929RLGBW94RGY9ZGILH6C9F9STF,0,65,,,,,,0,1,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
66,qmh34a2r,,0,255,254,normal_form_games,FinalSummary,10.47.177.168,2019-04-05 22:19:40.171920+00:00,1,A3CYV47MM7OA6M,3OVR4I9USR7DAQMV2UQ5I9FJBS7Q4S,267,1,"[[[7.0, 2.0], [4.0, 6.0], [7.0, 4.0]], [[5.0, 7.0], [4.0, 5.0], [5.0, 8.0]], [[7.0, 3.0], [4.0, 3.0], [8.0, 3.0]]]",0,2,col,negative,7,1579,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
67,94gtx7wn,,0,255,254,normal_form_games,FinalSummary,10.178.148.97,2019-04-05 22:19:19.673551+00:00,1,ADIXVUPICNIY4,31QTRG6Q2V188LZ0ROZNYTTG1XKPYL,315,1,"[[[6.0, 6.0], [8.0, 9.0], [3.0, 5.0]], [[0.0, 1.0], [2.0, 6.0], [4.0, 5.0]], [[6.0, 9.0], [6.0, 7.0], [8.0, 5.0]]]",2,2,col,positive,8,1809,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
68,18451fh2,,0,2,254,lobby,Quiz,10.16.231.102,2019-04-05 22:25:39.655423+00:00,1,AKSJ3C5O3V9RB,3570Y55XZR72V861O5904KFO06XYGQ,0,68,,,,,,0,1,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
69,63a6y2n3,,0,255,254,normal_form_games,FinalSummary,10.13.215.196,2019-04-05 22:28:19.324791+00:00,1,A2GOYSTIL3LOV1,3ZPPDN2SLXKPAT22AYRW501LEHYE91,274,1,"[[[2.0, 7.0], [7.0, 5.0], [3.0, 7.0]], [[6.0, 4.0], [5.0, 4.0], [3.0, 4.0]], [[4.0, 7.0], [8.0, 5.0], [3.0, 8.0]]]",2,0,row,negative,4,1879,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
70,9fjasvr4,,0,255,254,normal_form_games,FinalSummary,10.109.207.40,2019-04-05 22:29:33.123076+00:00,1,ABL81LYVZUKYE,3X08E93BHX6YFV7P695M92I67I5660,278,1,"[[[7.0, 2.0], [4.0, 6.0], [7.0, 4.0]], [[5.0, 7.0], [4.0, 5.0], [5.0, 8.0]], [[7.0, 3.0], [4.0, 3.0], [8.0, 3.0]]]",1,2,col,negative,5,1923,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
71,b0q5x03q,,0,255,254,normal_form_games,FinalSummary,10.7.204.225,2019-04-05 22:32:55.167362+00:00,1,A2XU1TSQD45EB4,3VD82FOHKSCDKIMUGW4JC2W7O4BCOO,369,1,"[[[6.0, 6.0], [8.0, 9.0], [3.0, 5.0]], [[0.0, 1.0], [2.0, 6.0], [4.0, 5.0]], [[6.0, 9.0], [6.0, 7.0], [8.0, 5.0]]]",0,1,col,positive,8,1996,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
72,329dhjpl,,0,255,254,normal_form_games,FinalSummary,10.95.206.7,2019-04-05 22:34:47.811736+00:00,1,A331EA4IU21KXL,3EQHHY4HQUG4TKWHD343TNHV51TG5S,250,1,"[[[2.0, 7.0], [7.0, 5.0], [3.0, 7.0]], [[6.0, 4.0], [5.0, 4.0], [3.0, 4.0]], [[4.0, 7.0], [8.0, 5.0], [3.0, 8.0]]]",2,2,row,negative,3,2036,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
73,8kropxto,,0,255,254,normal_form_games,FinalSummary,10.45.63.201,2019-04-05 22:42:58.578428+00:00,1,A2VR9O234UCT9T,3Z7EFSHGNB20ER0MHNRFVFN008FXCD,264,1,"[[[7.0, 2.0], [4.0, 6.0], [7.0, 4.0]], [[5.0, 7.0], [4.0, 5.0], [5.0, 8.0]], [[7.0, 3.0], [4.0, 3.0], [8.0, 3.0]]]",2,1,col,negative,4,2192,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
74,hf94kvsa,,0,255,254,normal_form_games,FinalSummary,10.31.241.116,2019-04-05 22:45:15.239888+00:00,1,A32QWM7BWCSPTS,3NOKK93PR3W65PTJI97IXE2W5EDEEA,364,1,"[[[6.0, 6.0], [1.0, 0.0], [9.0, 6.0]], [[9.0, 8.0], [6.0, 2.0], [7.0, 6.0]], [[5.0, 3.0], [5.0, 4.0], [5.0, 8.0]]]",1,2,row,positive,7,2231,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
75,fef7xdbr,,0,255,254,normal_form_games,FinalSummary,10.111.149.17,2019-04-05 22:51:23.500113+00:00,1,A1NGGAVIGC9O7V,3R2PKQ87NYWGXINIVQLSV15X69BIMC,271,1,"[[[2.0, 7.0], [7.0, 5.0], [3.0, 7.0]], [[6.0, 4.0], [5.0, 4.0], [3.0, 4.0]], [[4.0, 7.0], [8.0, 5.0], [3.0, 8.0]]]",1,0,row,negative,6,2294,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
76,15furhi9,,0,255,254,normal_form_games,FinalSummary,10.16.229.125,2019-04-05 22:51:34.935364+00:00,1,A3CWEIEY3TGJFX,3RYC5T2D75HZBKNEDT7TQX0JYAERPU,268,1,"[[[7.0, 2.0], [4.0, 6.0], [7.0, 4.0]], [[5.0, 7.0], [4.0, 5.0], [5.0, 8.0]], [[7.0, 3.0], [4.0, 3.0], [8.0, 3.0]]]",2,2,col,negative,8,2290,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
77,g7lfxurr,,0,255,254,normal_form_games,FinalSummary,10.41.163.148,2019-04-05 22:51:53.871983+00:00,1,A1YSYI926BBOHW,386PBUZZXHLSMBP3DW5D7P58JJJJLW,375,1,"[[[6.0, 6.0], [8.0, 9.0], [3.0, 5.0]], [[0.0, 1.0], [2.0, 6.0], [4.0, 5.0]], [[6.0, 9.0], [6.0, 7.0], [8.0, 5.0]]]",0,1,col,positive,8,2285,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
78,4arl00o6,,0,255,254,normal_form_games,FinalSummary,10.28.83.116,2019-04-05 22:51:58.956038+00:00,1,A3GEYEPOHA33SP,320DUZ38G9AC0JB2258XUX00N2XJGQ,263,1,"[[[2.0, 7.0], [7.0, 5.0], [3.0, 7.0]], [[6.0, 4.0], [5.0, 4.0], [3.0, 4.0]], [[4.0, 7.0], [8.0, 5.0], [3.0, 8.0]]]",2,2,row,negative,3,2768,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
79,oai2vhf4,,0,12,254,lobby,Quiz,10.43.204.85,2019-04-05 22:52:02.803100+00:00,1,A30MP4LXV4MIFD,3PW9OPU9PS8FQ8NRD1H2OTADJ2T21N,0,79,,,,,,0,1,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
